Customer No,Customer Name,CNIC,City,Age,Gender,Account Number,Branch Code,Account Opening Date,Account Type,Account Status,Risk Category,KYC Status,Debit Card Company,Debit Card Type,Customer Year End Balance 2023,Customer Year End Balance 2024,Customer Year End Balance 2025,Customer Year End Balance 2026,Customer Credit Transactions Count 2023,Customer Credit Transactions Count 2024,Customer Credit Transactions Count 2025,Customer Credit Transactions Count 2026,Customer Total Credit Transaction Amount 2023,Customer Total Credit Transaction Amount 2024,Customer Total Credit Transaction Amount 2025,Customer Total Credit Transaction Amount 2026,Customer Debit Transactions Count 2023,Customer Debit Transactions Count 2024,Customer Debit Transactions Count 2025,Customer Debit Transactions Count 2026,Customer Total Debit Transaction Amount 2023,Customer Total Debit Transaction Amount 2024,Customer Total Debit Transaction Amount 2025,Customer Total Debit Transaction Amount 2026
631078,Ayesha Khan,48870-9104938-4,Hyderabad,46,Female,32941540655869,571,2026-03-17,Current,Active,Low,Completed,Visa,Classic,0.0,0.0,0.0,42176.15,0,0,0,175,0.0,0.0,0.0,144574.08,0,0,0,117,0.0,0.0,0.0,221075.97
764009,Zara Mehmood,47621-6497118-4,Lahore,74,Female,48398247982099,324,2026-05-20,Saving,Active,Low,Completed,Visa,Classic,0.0,0.0,0.0,18171.74,0,0,0,53,0.0,0.0,0.0,73171.9,0,0,0,112,0.0,0.0,0.0,119362.97
727684,Danish Farooqi,63665-4876416-2,Karachi,29,Male,95644183850042,683,2026-06-16,Saving,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,71831.35,0,0,0,246,0.0,0.0,0.0,879590.63,0,0,0,255,0.0,0.0,0.0,379020.86
230872,Mahnoor Shah,19342-2047290-0,Hyderabad,64,Female,45167040838382,77,2026-01-06,Saving,Active,Low,Completed,Visa,Classic,0.0,0.0,0.0,64367.73,0,0,0,327,0.0,0.0,0.0,1546544.53,0,0,0,316,0.0,0.0,0.0,509548.85
531337,Naveed Akhtar,26637-8844779-3,Rawalpindi,47,Male,17262580681768,605,2026-03-10,Current,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,254509.91,0,0,0,365,0.0,0.0,0.0,2124280.18,0,0,0,525,0.0,0.0,0.0,7283919.73
743915,Tariq Mehmood,58134-8453339-3,Karachi,36,Male,21925042285145,849,2026-05-13,Current,Active,Low,Completed,Mastercard,Gold,0.0,0.0,0.0,56837.07,0,0,0,265,0.0,0.0,0.0,644408.96,0,0,0,409,0.0,0.0,0.0,338460.36
146266,Bilal Ahmed,17729-3818403-4,Lahore,65,Male,43184417331956,501,2026-06-01,Current,Active,High,Completed,Visa,Classic,0.0,0.0,0.0,92204.6,0,0,0,306,0.0,0.0,0.0,2149019.35,0,0,0,408,0.0,0.0,0.0,628094.11
704220,Hina Latif,19806-8534720-2,Islamabad,47,Female,83017734895300,817,2026-03-21,Saving,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,17642.61,0,0,0,5,0.0,0.0,0.0,4702.17,0,0,0,5,0.0,0.0,0.0,3112.28
796963,Sajjad Hussain,20100-2224199-3,Lahore,46,Male,75634007730270,520,2026-03-01,Saving,Active,High,Completed,PayPak,Classic,0.0,0.0,0.0,76904.4,0,0,0,309,0.0,0.0,0.0,830625.57,0,0,0,448,0.0,0.0,0.0,2217157.89
538687,Unknown,67810-7185226-3,Rawalpindi,42,Female,91565903850546,316,2026-04-22,Saving,Active,Low,Pending,Visa,Classic,0.0,0.0,0.0,48336.31,0,0,0,268,0.0,0.0,0.0,492495.34,0,0,0,383,0.0,0.0,0.0,749253.29
271172,Farhan Elahi,51831-6420706-8,Islamabad,25,Male,85912646564610,260,2026-02-02,Current,Active,Low,Completed,PayPak,Gold,0.0,0.0,0.0,43373.86,0,0,0,202,0.0,0.0,0.0,392438.0,0,0,0,176,0.0,0.0,0.0,367277.02
912754,Zeeshan Baig,24760-5270943-4,Abbottabad,61,Male,39930960473557,189,2026-03-04,Current,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,60693.68,0,0,0,450,0.0,0.0,0.0,1227184.4,0,0,0,474,0.0,0.0,0.0,1817211.48
354907,Rubina Khalid,74547-3543808-2,Karachi,55,Female,76263199642002,35,2026-02-20,Current,Active,Low,Completed,Visa,Signature,0.0,0.0,0.0,83588.73,0,0,0,315,0.0,0.0,0.0,1286408.3,0,0,0,282,0.0,0.0,0.0,263115.92
251792,Bilal Ahmed,13737-8281907-8,Islamabad,45,Male,56978803652337,227,2026-05-11,Current,Active,Medium,Completed,Visa,Classic,0.0,0.0,0.0,89463.95,0,0,0,304,0.0,0.0,0.0,1379617.16,0,0,0,419,0.0,0.0,0.0,2202167.26
406779,Unknown,53885-1974935-6,Lahore,71,Male,91475351170420,406,2026-02-02,Saving,Active,High,Completed,Visa,Classic,0.0,0.0,0.0,42339.43,0,0,0,293,0.0,0.0,0.0,1398701.53,0,0,0,364,0.0,0.0,0.0,1146957.07
703206,Hamza Sultan,48688-4316479-7,Islamabad,47,Male,17246983122002,40,2026-02-02,Saving,Active,Medium,Pending,Mastercard,Classic,0.0,0.0,0.0,34563.39,0,0,0,127,0.0,0.0,0.0,122349.17,0,0,0,126,0.0,0.0,0.0,100916.11
238898,Nayab Aziz,47456-8210710-6,Lahore,58,Female,81342830065981,838,2026-01-30,Current,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,58204.56,0,0,0,335,0.0,0.0,0.0,1704315.3,0,0,0,288,0.0,0.0,0.0,807873.9
593975,Nadia Baig,44435-9841672-2,Peshawar,29,Female,85457838568983,971,2026-04-06,Saving,Active,Medium,Completed,Mastercard,Classic,0.0,0.0,0.0,43245.93,0,0,0,201,0.0,0.0,0.0,590614.07,0,0,0,306,0.0,0.0,0.0,627590.39
225843,Bilal Ahmed,65403-4640047-3,Islamabad,65,Male,15500644653685,355,2026-06-10,Saving,Active,High,Pending,Visa,Classic,0.0,0.0,0.0,27065.98,0,0,0,184,0.0,0.0,0.0,295197.47,0,0,0,238,0.0,0.0,0.0,398700.73
611534,Iqra Siddiqui,14231-3301897-2,Islamabad,26,Female,72973552588841,32,2026-03-06,Saving,Dormant,Low,Completed,Visa,Classic,0.0,0.0,0.0,54061.39,0,0,0,228,0.0,0.0,0.0,597786.57,0,0,0,232,0.0,0.0,0.0,600886.04
480279,Zainab Iqbal,18201-1662488-1,Peshawar,57,Female,82111006664857,929,2026-03-08,Saving,Active,Low,Completed,Mastercard,Signature,0.0,0.0,0.0,140674.75,0,0,0,366,0.0,0.0,0.0,3340807.74,0,0,0,418,0.0,0.0,0.0,1506216.39
528477,Usman Tariq,12675-7036984-5,Abbottabad,65,Male,30282575258261,430,2026-06-14,Current,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,80469.9,0,0,0,322,0.0,0.0,0.0,890733.45,0,0,0,407,0.0,0.0,0.0,1569128.9
799875,Ovais Latif,67878-1535462-0,Karachi,49,Male,20243219741190,437,2026-04-29,Current,Active,Medium,Completed,Mastercard,Classic,0.0,0.0,0.0,68690.87,0,0,0,247,0.0,0.0,0.0,633461.35,0,0,0,372,0.0,0.0,0.0,504523.54
293154,Hina Latif,28435-9830553-5,Lahore,28,Female,29835963911998,134,2026-03-21,Current,Dormant,Medium,Pending,Visa,Classic,0.0,0.0,0.0,31098.15,0,0,0,27,0.0,0.0,0.0,30336.38,0,0,0,72,0.0,0.0,0.0,70441.66
742482,Fizza Haider,36352-5312947-4,Faisalabad,75,Female,67624351744167,747,2026-01-17,Current,Active,Low,Completed,Visa,Gold,0.0,0.0,0.0,20942.56,0,0,0,150,0.0,0.0,0.0,387959.02,0,0,0,133,0.0,0.0,0.0,264592.16
614945,Abdullah Sheikh,89228-1350114-7,Lahore,29,Male,42685376749966,759,2026-05-08,Saving,Dormant,Medium,Completed,PayPak,Classic,0.0,0.0,0.0,23225.55,0,0,0,5,0.0,0.0,0.0,7037.1,0,0,0,75,0.0,0.0,0.0,85576.03
843381,Imran Haider,20995-4450262-7,Islamabad,47,Male,52194720921165,341,2026-05-02,Saving,Active,Medium,Completed,Visa,Platinum,0.0,0.0,0.0,32130.27,0,0,0,134,0.0,0.0,0.0,213930.68,0,0,0,149,0.0,0.0,0.0,215126.77
458607,Sara Hussain,81711-9755225-4,Lahore,42,Female,31784319489716,473,2026-04-08,Saving,Active,Medium,Completed,Visa,Classic,0.0,0.0,0.0,53633.1,0,0,0,334,0.0,0.0,0.0,740749.84,0,0,0,275,0.0,0.0,0.0,869339.88
986222,Kamran Aziz,68215-2333297-1,Lahore,25,Male,12641751387442,579,2026-06-29,Saving,Active,Medium,Completed,Mastercard,Classic,0.0,0.0,0.0,44325.13,0,0,0,210,0.0,0.0,0.0,645346.0,0,0,0,241,0.0,0.0,0.0,699995.56
378324,Yumna Farooqi,59301-7384548-5,Karachi,74,Female,60232729530881,452,2026-03-19,Saving,Active,Low,Completed,Mastercard,Platinum,0.0,0.0,0.0,23545.24,0,0,0,145,0.0,0.0,0.0,215550.06,0,0,0,5,0.0,0.0,0.0,2361.97
416858,Naveed Akhtar,96787-7988732-3,Peshawar,65,Male,62873897382850,96,2026-05-01,Current,Active,Low,Completed,Visa,Unknown,0.0,0.0,0.0,32908.99,0,0,0,173,0.0,0.0,0.0,222929.1,0,0,0,225,0.0,0.0,0.0,502797.79
678790,Shoaib Akram,35904-6057649-0,Lahore,35,Male,29742357552192,265,2026-04-17,Saving,Active,Low,Pending,UnionPay,Classic,0.0,0.0,0.0,52726.12,0,0,0,201,0.0,0.0,0.0,354950.09,0,0,0,189,0.0,0.0,0.0,523105.6
704831,Waseem Abbas,88322-4600867-7,Gujrat,32,Male,94770156025097,431,2026-06-22,Current,Dormant,Medium,Completed,PayPak,Classic,0.0,0.0,0.0,100341.46,0,0,0,310,0.0,0.0,0.0,1642059.18,0,0,0,418,0.0,0.0,0.0,1437421.1
159403,Sohail Rana,99848-4199094-8,Multan,43,Male,39052857813419,58,2026-02-04,Saving,Active,Low,Completed,PayPak,Gold,0.0,0.0,0.0,9215.56,0,0,0,56,0.0,0.0,0.0,42706.77,0,0,0,23,0.0,0.0,0.0,7942.23
629412,Abdullah Sheikh,49011-4962252-0,Multan,20,Male,45872161788223,134,2026-04-01,Saving,Dormant,Medium,Completed,Mastercard,Classic,0.0,0.0,0.0,53623.84,0,0,0,187,0.0,0.0,0.0,354843.36,0,0,0,219,0.0,0.0,0.0,310590.02
961678,Farhan Elahi,79226-2203191-1,Karachi,51,Male,80593997126926,394,2026-01-07,Saving,Active,High,Completed,Visa,Classic,0.0,0.0,0.0,9499.52,0,0,0,5,0.0,0.0,0.0,3036.12,0,0,0,11,0.0,0.0,0.0,3563.68
317893,Bushra Mirza,62202-2462815-7,Karachi,46,Unknown,29078804541067,11,2026-05-07,Saving,Dormant,Low,Completed,Visa,Gold,0.0,0.0,0.0,82949.39,0,0,0,247,0.0,0.0,0.0,609210.99,0,0,0,342,0.0,0.0,0.0,655760.53
840624,Hamza Sultan,87044-8614264-6,Peshawar,34,Male,59690317220319,399,2026-01-08,Saving,Active,Medium,Completed,PayPak,Classic,0.0,0.0,0.0,41085.08,0,0,0,192,0.0,0.0,0.0,430624.98,0,0,0,190,0.0,0.0,0.0,460943.3
785004,Saad Khalid,44114-7284738-7,Multan,22,Male,76527121859859,170,2026-05-07,Saving,Active,Low,Completed,Visa,Classic,0.0,0.0,0.0,14564.4,0,0,0,60,0.0,0.0,0.0,38186.99,0,0,0,5,0.0,0.0,0.0,2137.12
221970,Sundas Iqbal,26442-9349344-6,Karachi,66,Female,65022631487061,462,2026-01-20,Saving,Active,High,Completed,Mastercard,Gold,0.0,0.0,0.0,33158.45,0,0,0,50,0.0,0.0,0.0,102486.71,0,0,0,98,0.0,0.0,0.0,138838.95
208949,Shazia Elahi,72325-5530596-2,Rawalpindi,40,Female,21286845448837,566,2026-06-01,Current,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,33958.05,0,0,0,128,0.0,0.0,0.0,260519.16,0,0,0,82,0.0,0.0,0.0,147384.15
460168,Zain Malik,15604-7143554-0,Lahore,22,Male,71055674410993,2,2026-05-28,Saving,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,43128.79,0,0,0,234,0.0,0.0,0.0,268771.16,0,0,0,280,0.0,0.0,0.0,454123.98
561937,Zain Malik,20523-7849596-6,Karachi,60,Male,62904453910554,766,2026-04-03,Saving,Active,Low,Completed,Visa,Classic,0.0,0.0,0.0,7784.23,0,0,0,27,0.0,0.0,0.0,6640.44,0,0,0,5,0.0,0.0,0.0,2348.58
451474,Rabia Aslam,84012-5508466-6,Lahore,53,Female,53720485989274,87,2026-03-21,Saving,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,23814.86,0,0,0,108,0.0,0.0,0.0,207377.87,0,0,0,166,0.0,0.0,0.0,147152.31
780521,Ayesha Khan,79849-7545107-6,Karachi,40,Female,44695687928501,156,2026-05-18,Current,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,35785.33,0,0,0,171,0.0,0.0,0.0,258667.13,0,0,0,106,0.0,0.0,0.0,47006.91
315939,Laiba Abbas,54830-6444999-6,Lahore,65,Female,96921741372180,881,2026-05-15,Saving,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,105260.75,0,0,0,454,0.0,0.0,0.0,1170039.22,0,0,0,538,0.0,0.0,0.0,3582203.35
358641,Unknown,22266-4153636-5,Rawalpindi,54,Male,83279340355816,534,2026-01-13,Saving,Active,Low,Completed,Visa,Gold,0.0,0.0,0.0,90884.92,0,0,0,344,0.0,0.0,0.0,1106082.21,0,0,0,488,0.0,0.0,0.0,1066451.63
678819,Rizwan Qureshi,24120-1443403-2,Gujranwala,25,Male,74162431658104,591,2026-02-01,Saving,Closed,Medium,Completed,PayPak,Platinum,0.0,0.0,0.0,92738.89,0,0,0,314,0.0,0.0,0.0,2060694.51,0,0,0,379,0.0,0.0,0.0,1748216.71
193101,Alishba Butt,48943-1899784-4,Lahore,71,Female,95692094801449,564,2026-06-20,Saving,Closed,Medium,Completed,PayPak,Classic,0.0,0.0,0.0,50285.56,0,0,0,209,0.0,0.0,0.0,579676.1,0,0,0,340,0.0,0.0,0.0,928937.32
597049,Zeeshan Baig,70488-1159429-4,Sargodha,46,Male,90609752206258,808,2026-05-13,Saving,Active,Medium,Completed,Visa,Gold,0.0,0.0,0.0,51769.12,0,0,0,230,0.0,0.0,0.0,1025548.38,0,0,0,272,0.0,0.0,0.0,650760.06
820501,Abdullah Sheikh,82267-2206456-8,Rawalpindi,20,Male,25055604689492,453,2026-06-01,Saving,Active,Medium,Completed,Visa,Platinum,0.0,0.0,0.0,74179.62,0,0,0,402,0.0,0.0,0.0,3030828.44,0,0,0,389,0.0,0.0,0.0,2753311.69
444437,Saad Khalid,18590-8599398-6,Faisalabad,34,Male,19962503537823,215,2026-06-28,Current,Active,Medium,Completed,Mastercard,Classic,0.0,0.0,0.0,22176.9,0,0,0,211,0.0,0.0,0.0,448852.46,0,0,0,185,0.0,0.0,0.0,182638.25
432772,Rimsha Nadeem,29671-5256905-8,Lahore,43,Female,52954608019301,324,2026-03-02,Saving,Active,Low,Completed,Mastercard,Signature,0.0,0.0,0.0,167696.94,0,0,0,324,0.0,0.0,0.0,2139160.64,0,0,0,494,0.0,0.0,0.0,3326533.29
210433,Komal Akram,49237-1011302-8,Karachi,56,Female,30029284505028,370,2026-01-03,Saving,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,39058.2,0,0,0,187,0.0,0.0,0.0,307014.21,0,0,0,95,0.0,0.0,0.0,221464.84
572340,Sajjad Hussain,48924-5005384-4,Lahore,23,Male,69839261052225,22,2026-06-01,Saving,Active,Low,Completed,Visa,Unknown,0.0,0.0,0.0,38196.96,0,0,0,203,0.0,0.0,0.0,507826.86,0,0,0,291,0.0,0.0,0.0,330213.09
311221,Rizwan Qureshi,46234-1962157-4,Islamabad,31,Male,85990090544996,89,2026-06-13,Saving,Active,Medium,Completed,Unknown,Classic,0.0,0.0,0.0,54428.07,0,0,0,120,0.0,0.0,0.0,305526.33,0,0,0,185,0.0,0.0,0.0,536547.34
270965,Amna Sheikh,41709-3825337-1,Karachi,25,Female,59278951096351,828,2026-02-01,Saving,Active,Low,Pending,Mastercard,Classic,0.0,0.0,0.0,83363.08,0,0,0,353,0.0,0.0,0.0,752670.74,0,0,0,479,0.0,0.0,0.0,2496625.17
440121,Sana Malik,48476-3009667-8,Dera Ghazi Khan,18,Female,95593452459126,360,2026-03-29,Saving,Active,Medium,Pending,Visa,Classic,0.0,0.0,0.0,26826.11,0,0,0,149,0.0,0.0,0.0,280681.63,0,0,0,206,0.0,0.0,0.0,301915.93
945456,Amber Raza,60485-8458924-1,Rawalpindi,58,Female,16579296366811,125,2026-02-25,Current,Active,Low,Completed,Mastercard,Platinum,0.0,0.0,0.0,40693.76,0,0,0,132,0.0,0.0,0.0,258807.7,0,0,0,166,0.0,0.0,0.0,203532.64
556161,Waseem Abbas,92513-1986017-8,Islamabad,59,Male,34014026454094,328,2026-02-03,Saving,Active,Low,Completed,PayPak,Platinum,0.0,0.0,0.0,94269.95,0,0,0,316,0.0,0.0,0.0,1544285.14,0,0,0,337,0.0,0.0,0.0,1194876.26
220941,Zainab Iqbal,79671-4552369-8,Rawalpindi,54,Female,59951826653342,707,2026-02-18,Saving,Active,Low,Completed,Mastercard,Gold,0.0,0.0,0.0,55400.8,0,0,0,247,0.0,0.0,0.0,507045.45,0,0,0,357,0.0,0.0,0.0,1078723.41
834636,Yasir Nawaz,76113-8491040-3,Hyderabad,50,Male,73356043263258,111,2026-03-26,Saving,Active,Low,Pending,Mastercard,Classic,0.0,0.0,0.0,147653.55,0,0,0,369,0.0,0.0,0.0,1849633.99,0,0,0,426,0.0,0.0,0.0,1693174.12
366556,Fizza Haider,48553-9541939-6,Sargodha,54,Unknown,88221565402265,751,2026-06-22,Saving,Active,Medium,Completed,Mastercard,Signature,0.0,0.0,0.0,75919.01,0,0,0,336,0.0,0.0,0.0,410233.99,0,0,0,371,0.0,0.0,0.0,731223.1
193785,Waqas Ahmed,40999-8874303-8,Lahore,64,Male,27002266745442,831,2026-06-01,Current,Active,Low,Completed,PayPak,Gold,0.0,0.0,0.0,68735.15,0,0,0,287,0.0,0.0,0.0,439253.23,0,0,0,227,0.0,0.0,0.0,335049.64
722552,Warda Anwar,59732-9350050-5,Karachi,48,Female,92233416179385,306,2026-02-27,Saving,Active,Low,Completed,Mastercard,Gold,0.0,0.0,0.0,51760.41,0,0,0,218,0.0,0.0,0.0,339948.03,0,0,0,288,0.0,0.0,0.0,746060.17
427046,Ali Raza,38956-5329829-3,Mardan,48,Male,56196490577624,889,2026-06-13,Current,Active,High,Completed,Visa,Classic,0.0,0.0,0.0,54550.15,0,0,0,381,0.0,0.0,0.0,1791484.16,0,0,0,354,0.0,0.0,0.0,476777.75
371453,Adnan Siddiqui,22004-8313893-1,Multan,32,Male,14750319010796,486,2026-06-08,Saving,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,118106.53,0,0,0,306,0.0,0.0,0.0,3755728.66,0,0,0,399,0.0,0.0,0.0,1849455.77
119545,Talha Sheikh,78303-3250750-6,Karachi,30,Male,42905605953418,775,2026-05-17,Current,Active,Medium,Completed,Visa,Classic,0.0,0.0,0.0,50965.8,0,0,0,200,0.0,0.0,0.0,925228.71,0,0,0,234,0.0,0.0,0.0,825259.89
280536,Sadia Farooq,83636-6653741-0,Lahore,40,Female,73605153737715,580,2026-05-14,Current,Active,Low,Completed,Mastercard,Signature,0.0,0.0,0.0,35062.31,0,0,0,205,0.0,0.0,0.0,423818.77,0,0,0,137,0.0,0.0,0.0,253727.56
484365,Usman Tariq,90414-1593186-4,Lahore,55,Male,98700796607111,667,2026-01-02,Saving,Active,Medium,Completed,UnionPay,Signature,0.0,0.0,0.0,44092.44,0,0,0,208,0.0,0.0,0.0,527731.23,0,0,0,204,0.0,0.0,0.0,391827.96
307902,Shazia Elahi,25293-4120879-2,Gujranwala,35,Female,27858730334161,169,2026-03-28,Saving,Dormant,Low,Completed,Mastercard,Platinum,0.0,0.0,0.0,82262.08,0,0,0,357,0.0,0.0,0.0,3439236.22,0,0,0,450,0.0,0.0,0.0,3529655.02
566033,Arslan Butt,42772-2302619-3,Karachi,48,Male,24365434088724,116,2026-02-12,Current,Active,Low,Completed,Mastercard,Gold,0.0,0.0,0.0,107282.57,0,0,0,327,0.0,0.0,0.0,1538871.09,0,0,0,348,0.0,0.0,0.0,1797388.48
665419,Bilal Ahmed,56010-3559311-4,Lahore,27,Male,81556518562706,770,2026-05-11,Saving,Active,Low,Completed,PayPak,Classic,0.0,0.0,0.0,80865.2,0,0,0,299,0.0,0.0,0.0,1245480.45,0,0,0,343,0.0,0.0,0.0,995958.39
858576,Fatima Noor,89660-3501191-1,Dera Ghazi Khan,53,Female,12401167077706,123,2026-01-22,Current,Active,High,Completed,UnionPay,Classic,0.0,0.0,0.0,87964.81,0,0,0,345,0.0,0.0,0.0,1142790.35,0,0,0,415,0.0,0.0,0.0,2172122.51
718381,Qasim Nadeem,49592-1216413-3,Faisalabad,23,Male,18152121011826,729,2026-04-25,Current,Active,Low,Completed,Mastercard,Platinum,0.0,0.0,0.0,76131.39,0,0,0,341,0.0,0.0,0.0,1765660.71,0,0,0,338,0.0,0.0,0.0,1157987.13
225918,Uzma Sultan,87106-7419588-4,Gujrat,37,Female,64724255589256,6,2026-05-29,Saving,Active,Low,Completed,Visa,Gold,0.0,0.0,0.0,12762.37,0,0,0,10,0.0,0.0,0.0,7066.73,0,0,0,114,0.0,0.0,0.0,94421.71
802997,Sadia Farooq,17504-5817398-0,Karachi,52,Female,53122175969003,563,2026-05-28,Saving,Active,Low,Completed,Unknown,Gold,0.0,0.0,0.0,32120.73,0,0,0,203,0.0,0.0,0.0,750638.3,0,0,0,328,0.0,0.0,0.0,905963.1
116104,Shazia Elahi,64052-9053091-5,Gujranwala,50,Female,34906052878867,315,2026-03-05,Saving,Active,Low,Completed,Visa,Classic,0.0,0.0,0.0,71055.15,0,0,0,356,0.0,0.0,0.0,1093167.0,0,0,0,405,0.0,0.0,0.0,1697962.44
274801,Fahad Mirza,59833-6452131-0,Unknown,71,Male,88041079056779,192,2026-04-05,Saving,Active,High,Completed,UnionPay,Classic,0.0,0.0,0.0,50538.84,0,0,0,223,0.0,0.0,0.0,249652.94,0,0,0,250,0.0,0.0,0.0,404214.27
988010,Sidra Javed,49660-3164043-6,Lahore,48,Female,90690276626394,489,2026-02-11,Current,Active,Medium,Completed,Visa,Classic,0.0,0.0,0.0,42348.68,0,0,0,237,0.0,0.0,0.0,296586.37,0,0,0,284,0.0,0.0,0.0,174392.15
510475,Zara Mehmood,46837-3225205-2,Islamabad,70,Female,14699721524973,879,2026-03-07,Current,Active,Low,Completed,PayPak,Classic,0.0,0.0,0.0,25578.44,0,0,0,63,0.0,0.0,0.0,47023.31,0,0,0,101,0.0,0.0,0.0,103786.01
141076,Abdullah Sheikh,17297-4240492-0,Islamabad,68,Male,96741236288206,490,2026-01-24,Saving,Active,Medium,Completed,Visa,Classic,0.0,0.0,0.0,577577.81,0,0,0,412,0.0,0.0,0.0,4118834.34,0,0,0,447,0.0,0.0,0.0,4781888.1
324153,Mishal Rana,86099-8724929-3,Sukkur,43,Female,30872545897693,695,2026-04-21,Saving,Active,Low,Pending,UnionPay,Platinum,0.0,0.0,0.0,51280.48,0,0,0,246,0.0,0.0,0.0,463751.6,0,0,0,314,0.0,0.0,0.0,329499.75
591719,Tahira Sheikh,39556-7137387-4,Gujrat,54,Female,45543340921639,313,2026-04-15,Saving,Active,Low,Pending,Mastercard,Classic,0.0,0.0,0.0,28913.43,0,0,0,207,0.0,0.0,0.0,360702.29,0,0,0,215,0.0,0.0,0.0,520359.0
657970,Sohail Rana,33290-7100291-1,Rawalpindi,44,Unknown,16416829988479,289,2026-01-04,Saving,Active,Medium,Completed,Visa,Classic,0.0,0.0,0.0,49533.7,0,0,0,174,0.0,0.0,0.0,703063.67,0,0,0,287,0.0,0.0,0.0,552210.04
388642,Nida Qureshi,72149-7031064-8,Quetta,24,Female,36693660952644,33,2026-03-21,Saving,Active,Medium,Completed,PayPak,Platinum,0.0,0.0,0.0,38414.45,0,0,0,308,0.0,0.0,0.0,1405246.54,0,0,0,365,0.0,0.0,0.0,426978.36
696645,Sadia Farooq,72255-6421236-2,Karachi,46,Female,16942219737218,86,2026-03-03,Saving,Dormant,Medium,Completed,Mastercard,Classic,0.0,0.0,0.0,14293.65,0,0,0,75,0.0,0.0,0.0,51834.04,0,0,0,55,0.0,0.0,0.0,31778.19
790791,Hira Ahmed,83085-7844314-6,Islamabad,47,Female,50231573893294,234,2026-04-12,Saving,Active,Low,Completed,Mastercard,Gold,0.0,0.0,0.0,10151.56,0,0,0,14,0.0,0.0,0.0,17220.17,0,0,0,26,0.0,0.0,0.0,20227.8
760785,Mudassar Iqbal,44907-1794224-6,Unknown,59,Male,15890086286176,89,2026-05-23,Current,Active,Low,Completed,Visa,Classic,0.0,0.0,0.0,109930.63,0,0,0,337,0.0,0.0,0.0,3022984.22,0,0,0,451,0.0,0.0,0.0,2742796.98
473161,Zainab Iqbal,15117-1489846-4,Karachi,41,Female,26979316921859,813,2026-06-09,Current,Closed,Low,Completed,Visa,Classic,0.0,0.0,0.0,24769.35,0,0,0,87,0.0,0.0,0.0,88824.22,0,0,0,101,0.0,0.0,0.0,170440.53
943934,Farhan Elahi,66062-4187154-8,Multan,72,Male,66234096362968,145,2026-03-18,Current,Closed,Low,Completed,Mastercard,Platinum,0.0,0.0,0.0,91746.49,0,0,0,277,0.0,0.0,0.0,1656416.81,0,0,0,369,0.0,0.0,0.0,998692.75
840264,Usman Tariq,50408-7047578-0,Quetta,73,Male,39591485869112,771,2026-02-23,Saving,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,65314.62,0,0,0,271,0.0,0.0,0.0,803502.9,0,0,0,296,0.0,0.0,0.0,391958.27
233202,Fatima Noor,67615-5814340-8,Peshawar,29,Female,64337114332169,786,2026-01-31,Current,Active,Medium,Completed,Mastercard,Gold,0.0,0.0,0.0,33062.28,0,0,0,145,0.0,0.0,0.0,303188.28,0,0,0,246,0.0,0.0,0.0,149762.56
310919,Maryam Butt,44214-5907498-2,Lahore,44,Female,37878427204606,139,2026-01-05,Current,Active,Low,Completed,UnionPay,Classic,0.0,0.0,0.0,42845.06,0,0,0,271,0.0,0.0,0.0,586294.98,0,0,0,233,0.0,0.0,0.0,236395.12
429363,Rimsha Nadeem,31703-5551661-7,Lahore,51,Female,64023532495170,903,2026-06-23,Current,Active,Low,Pending,Mastercard,Platinum,0.0,0.0,0.0,32592.57,0,0,0,178,0.0,0.0,0.0,158755.27,0,0,0,159,0.0,0.0,0.0,191740.6
966145,Unknown,59546-6472871-2,Islamabad,67,Male,33328043502271,820,2026-06-06,Saving,Active,High,Completed,Mastercard,Gold,0.0,0.0,0.0,22226.66,0,0,0,55,0.0,0.0,0.0,90394.06,0,0,0,104,0.0,0.0,0.0,61666.79
240745,Bilal Ahmed,29955-4609954-7,Islamabad,44,Male,83107304895591,865,2026-04-02,Current,Active,Medium,Completed,Visa,Platinum,0.0,0.0,0.0,45394.0,0,0,0,225,0.0,0.0,0.0,358489.53,0,0,0,151,0.0,0.0,0.0,344367.81
438056,Kiran Akhtar,37429-6089279-7,Rawalpindi,61,Female,30757857340016,611,2026-02-26,Saving,Active,Low,Completed,Visa,Platinum,0.0,0.0,0.0,16507.86,0,0,0,58,0.0,0.0,0.0,21597.54,0,0,0,50,0.0,0.0,0.0,27157.46
